transaction_id,customer_id,timestamp,transaction_amount,avg_transaction_amount_30d,amount_deviation,txn_velocity,velocity_change,location_change_km,merchant_category_risk,hour_of_day
T0709_007,C0709,2025-11-20 02:47:00,768.37,1666,0.46,0,0.0,0.0,0.3,9
T1284_012,C1284,2025-11-20 02:47:00,1759.43,2938,0.6,0,0.0,0.0,0.1,16
T0690_011,C0690,2025-11-20 02:49:00,1062.08,1596,0.67,0,0.0,0.0,0.4,16
T1523_015,C1523,2025-11-20 02:53:00,1892.51,1988,0.95,0,0.0,0.0,0.15,14
T1216_016,C1216,2025-11-20 02:54:00,1992.13,1717,1.16,0,0.0,0.0,0.2,11
T1034_014,C1034,2025-11-20 02:56:00,717.14,741,0.97,0,0.0,0.0,0.2,22
T0663_013,C0663,2025-11-20 02:58:00,3569.43,2970,1.2,1,0.5,0.0,0.4,10
T0352_011,C0352,2025-11-20 03:04:00,3371.61,2519,1.34,0,0.0,0.0,0.2,13
T0203_005,C0203,2025-11-20 03:04:00,2425.19,2878,0.84,0,0.0,735.2,0.1,20
T1028_009,C1028,2025-11-20 03:06:00,258.56,2157,0.12,1,0.83,0.0,0.3,17
T0666_006,C0666,2025-11-20 03:09:00,746.78,897,0.83,0,0.0,0.0,0.15,10
T1622_014,C1622,2025-11-20 03:10:00,71341.0,1713,41.65,0,0.0,5837.1,0.85,3
T0464_015,C0464,2025-11-20 03:10:00,1938.83,1484,1.31,0,0.0,0.0,0.1,21
T0200_007,C0200,2025-11-20 03:11:00,3356.87,2597,1.29,0,0.0,0.0,0.3,13
T0707_004,C0707,2025-11-20 03:11:00,3829.35,1902,2.01,0,0.0,0.0,0.2,21
T0729_005,C0729,2025-11-20 03:12:00,2198.05,2419,0.91,1,0.83,0.0,0.15,16
T1707_011,C1707,2025-11-20 03:13:00,88417.0,1205,73.38,0,0.0,0.0,0.85,3
T0271_005,C0271,2025-11-20 03:14:00,1337.83,1265,1.06,0,0.0,0.0,0.1,14
T0613_010,C0613,2025-11-20 03:14:00,793.78,603,1.32,0,0.0,0.0,0.1,21
T1722_017,C1722,2025-11-20 03:15:00,70281.11,1674,41.98,0,0.0,2195.3,0.7,0
T1548_005,C1548,2025-11-20 03:16:00,651.77,1466,0.44,0,0.0,0.0,0.4,8
T1386_015,C1386,2025-11-20 03:21:00,2062.33,1979,1.04,1,0.5,0.0,0.2,14
T0982_017,C0982,2025-11-20 03:22:00,621.88,533,1.17,0,0.0,0.0,0.2,20
T1797_004,C1797,2025-11-20 03:23:00,1094.8,1015,1.08,0,0.0,0.0,0.4,14
T0922_004,C0922,2025-11-20 03:23:00,1093.33,1218,0.9,0,0.0,0.0,0.4,10
T1132_013,C1132,2025-11-20 03:27:00,1690.32,2306,0.73,0,0.0,0.0,0.1,18
T1018_012,C1018,2025-11-20 03:27:00,2186.46,2214,0.99,0,0.0,0.0,0.2,8
T1619_011,C1619,2025-11-20 03:29:00,36830.95,1790,20.58,0,0.0,2705.0,0.85,4
T0121_013,C0121,2025-11-20 03:30:00,2132.56,1856,1.15,0,0.0,0.0,0.15,19
T0236_009,C0236,2025-11-20 03:32:00,1139.04,1316,0.87,0,0.0,0.0,0.15,10
T0183_010,C0183,2025-11-20 03:32:00,881.33,936,0.94,0,0.0,0.0,0.2,20
T0750_016,C0750,2025-11-20 03:33:00,1530.46,1148,1.33,0,0.0,0.0,0.2,20
T1157_012,C1157,2025-11-20 03:35:00,2176.62,1618,1.35,0,0.0,0.0,0.2,16
T1062_005,C1062,2025-11-20 03:40:00,698.49,1122,0.62,0,0.0,0.0,0.4,11
T0899_015,C0899,2025-11-20 03:41:00,3937.85,2651,1.49,0,0.0,0.0,0.2,14
T1947_016,C1947,2025-11-20 03:42:00,79493.32,1665,47.74,0,0.0,0.0,0.7,1
T1813_004,C1813,2025-11-20 03:43:00,1868.1,1674,1.12,0,0.0,0.0,0.4,20
T0822_006,C0822,2025-11-20 03:44:00,2321.81,2817,0.82,0,0.0,0.0,0.3,19
T0202_006,C0202,2025-11-20 03:45:00,1669.51,2095,0.8,0,0.0,735.2,0.15,14
T0835_012,C0835,2025-11-20 03:46:00,681.95,1296,0.53,0,0.0,0.0,0.1,17
T0995_006,C0995,2025-11-20 03:47:00,890.08,1184,0.75,0,0.0,0.0,0.3,17
T1467_004,C1467,2025-11-20 03:48:00,3000.81,2487,1.21,0,0.0,120.2,0.1,16
T1857_010,C1857,2025-11-20 03:49:00,912.21,1046,0.87,0,0.0,845.3,0.3,18
T0271_006,C0271,2025-11-20 03:49:00,2004.4,1265,1.58,1,0.83,0.0,0.15,20
T0815_011,C0815,2025-11-20 03:55:00,3934.44,2617,1.5,0,0.0,0.0,0.1,21
T0051_010,C0051,2025-11-20 03:55:00,1201.54,1395,0.86,0,0.0,0.0,0.3,19
T0910_012,C0910,2025-11-20 03:56:00,953.65,1777,0.54,0,0.0,0.0,0.3,11
T1622_015,C1622,2025-11-20 03:58:00,59686.55,1713,34.84,1,0.5,0.0,0.85,1
T0666_007,C0666,2025-11-20 03:59:00,1061.91,897,1.18,1,0.83,0.0,0.15,22
T1750_007,C1750,2025-11-20 04:00:00,1284.82,1450,0.89,0,0.0,0.0,0.3,18
T0382_011,C0382,2025-11-20 04:01:00,1527.94,1268,1.2,0,0.0,0.0,0.3,22
T1094_013,C1094,2025-11-20 04:01:00,2243.13,2661,0.84,0,0.0,0.0,0.4,19
T1311_007,C1311,2025-11-20 04:02:00,546.79,692,0.79,0,0.0,0.0,0.15,10
T0663_014,C0663,2025-11-20 04:02:00,1919.89,2970,0.65,0,0.0,0.0,0.15,18
T1846_010,C1846,2025-11-20 04:03:00,1775.67,1713,1.04,0,0.0,0.0,0.3,15
T1013_007,C1013,2025-11-20 04:04:00,2211.72,2110,1.05,0,0.0,0.0,0.2,17
T1523_016,C1523,2025-11-20 04:06:00,2141.76,1988,1.08,0,0.0,0.0,0.4,20
T0624_006,C0624,2025-11-20 04:06:00,959.1,770,1.25,0,0.0,120.2,0.3,11
T1544_005,C1544,2025-11-20 04:07:00,1084.15,1627,0.67,0,0.0,0.0,0.2,17
T1565_005,C1565,2025-11-20 04:07:00,774.11,946,0.82,0,0.0,0.0,0.3,19
T0867_004,C0867,2025-11-20 04:09:00,1614.35,1554,1.04,0,0.0,0.0,0.2,18
T1963_015,C1963,2025-11-20 04:11:00,96341.0,1258,76.58,0,0.0,0.0,0.85,1
T1564_006,C1564,2025-11-20 04:12:00,1010.9,843,1.2,0,0.0,0.0,0.1,15
T1070_013,C1070,2025-11-20 04:15:00,320.25,923,0.35,0,0.0,0.0,0.3,15
T1878_005,C1878,2025-11-20 04:18:00,1396.2,1229,1.14,0,0.0,0.0,0.3,19
T0655_006,C0655,2025-11-20 04:19:00,1215.74,1248,0.97,0,0.0,0.0,0.1,18
T1157_013,C1157,2025-11-20 04:20:00,1576.07,1618,0.97,1,0.5,0.0,0.2,18
T0722_008,C0722,2025-11-20 04:23:00,787.25,691,1.14,0,0.0,0.0,0.15,19
T0271_007,C0271,2025-11-20 04:25:00,1654.03,1265,1.31,1,0.83,0.0,0.2,12
T0281_009,C0281,2025-11-20 04:26:00,2238.04,1854,1.21,0,0.0,0.0,0.1,10
T1182_014,C1182,2025-11-20 04:27:00,1345.95,1318,1.02,0,0.0,120.2,0.2,12
T0416_015,C0416,2025-11-20 04:28:00,1509.34,1397,1.08,0,0.0,0.0,0.15,17
T1494_005,C1494,2025-11-20 04:29:00,1359.78,1639,0.83,0,0.0,0.0,0.4,8
T1000_006,C1000,2025-11-20 04:29:00,1655.69,1854,0.89,0,0.0,0.0,0.3,14
T1094_014,C1094,2025-11-20 04:31:00,3693.32,2661,1.39,1,0.5,0.0,0.1,10
T1793_007,C1793,2025-11-20 04:32:00,1066.42,1039,1.03,0,0.0,0.0,0.15,11
T0409_013,C0409,2025-11-20 04:35:00,3030.33,2844,1.07,0,0.0,0.0,0.1,10
T1140_016,C1140,2025-11-20 04:37:00,1465.56,1590,0.92,0,0.0,0.0,0.1,22
T0709_008,C0709,2025-11-20 04:37:00,1784.89,1666,1.07,0,0.0,0.0,0.2,17
T1382_012,C1382,2025-11-20 04:39:00,590.0,510,1.16,0,0.0,0.0,0.1,13
T1947_017,C1947,2025-11-20 04:44:00,51330.87,1665,30.83,0,0.0,4156.9,0.7,1
T1338_010,C1338,2025-11-20 04:48:00,2513.25,2379,1.06,0,0.0,0.0,0.15,14
T1008_006,C1008,2025-11-20 04:48:00,2486.42,2571,0.97,0,0.0,0.0,0.3,9
T1181_008,C1181,2025-11-20 04:48:00,691.61,635,1.09,0,0.0,0.0,0.1,8
T0604_008,C0604,2025-11-20 04:48:00,1558.08,2665,0.58,0,0.0,0.0,0.4,18
T1551_011,C1551,2025-11-20 04:49:00,2659.01,2949,0.9,0,0.0,0.0,0.15,22
T1105_006,C1105,2025-11-20 04:58:00,2520.87,2263,1.11,0,0.0,0.0,0.4,20
T0751_015,C0751,2025-11-20 05:01:00,3383.84,2342,1.44,0,0.0,0.0,0.15,20
T0713_011,C0713,2025-11-20 05:04:00,1368.26,1392,0.98,0,0.0,0.0,0.2,21
T1098_006,C1098,2025-11-20 05:04:00,2647.12,2368,1.12,0,0.0,0.0,0.3,11
T0416_016,C0416,2025-11-20 05:06:00,1696.73,1397,1.21,1,0.5,0.0,0.2,11
T0409_014,C0409,2025-11-20 05:08:00,3943.66,2844,1.39,1,0.5,0.0,0.3,17
T0417_011,C0417,2025-11-20 05:12:00,932.46,818,1.14,0,0.0,0.0,0.2,21
T1075_012,C1075,2025-11-20 05:12:00,2030.5,2109,0.96,0,0.0,0.0,0.1,22
T1878_006,C1878,2025-11-20 05:12:00,636.64,1229,0.52,1,0.83,0.0,0.15,11
T1013_008,C1013,2025-11-20 05:12:00,2105.77,2110,1.0,0,0.0,0.0,0.4,18
T0690_012,C0690,2025-11-20 05:18:00,1631.06,1596,1.02,0,0.0,0.0,0.15,14
T0183_011,C0183,2025-11-20 05:18:00,917.98,936,0.98,0,0.0,0.0,0.2,14
T0985_009,C0985,2025-11-20 05:19:00,4342.41,2967,1.46,0,0.0,0.0,0.4,17
T1604_005,C1604,2025-11-20 05:20:00,1243.53,1588,0.78,0,0.0,0.0,0.2,22
T0910_013,C0910,2025-11-20 05:20:00,2054.31,1777,1.16,0,0.0,0.0,0.15,20
T0377_011,C0377,2025-11-20 05:22:00,2077.34,1470,1.41,0,0.0,0.0,0.4,8
T0931_006,C0931,2025-11-20 05:22:00,3870.57,2988,1.3,0,0.0,0.0,0.4,19
T1800_016,C1800,2025-11-20 05:24:00,69806.0,908,76.88,0,0.0,0.0,0.9,2
T1386_016,C1386,2025-11-20 05:24:00,1975.2,1979,1.0,0,0.0,0.0,0.1,21
T1070_014,C1070,2025-11-20 05:26:00,1032.13,923,1.12,0,0.0,0.0,0.2,9
T1574_006,C1574,2025-11-20 05:30:00,3748.32,2803,1.34,0,0.0,0.0,0.4,17
T0016_011,C0016,2025-11-20 05:30:00,2435.19,2522,0.97,0,0.0,0.0,0.3,9
T0801_012,C0801,2025-11-20 05:30:00,1527.01,2044,0.75,0,0.0,0.0,0.3,8
T0822_007,C0822,2025-11-20 05:31:00,3247.19,2817,1.15,0,0.0,0.0,0.3,14
T1797_005,C1797,2025-11-20 05:32:00,1251.69,1015,1.23,0,0.0,0.0,0.2,9
T1319_005,C1319,2025-11-20 05:33:00,1704.89,1135,1.5,0,0.0,0.0,0.2,13
T0260_008,C0260,2025-11-20 05:34:00,1311.3,1279,1.03,0,0.0,0.0,0.1,10
T0203_006,C0203,2025-11-20 05:35:00,2243.14,2878,0.78,0,0.0,0.0,0.2,10
T1548_006,C1548,2025-11-20 05:37:00,1397.46,1466,0.95,0,0.0,0.0,0.4,15
T0106_006,C0106,2025-11-20 05:39:00,1127.3,1039,1.08,0,0.0,0.0,0.15,8
T0750_017,C0750,2025-11-20 05:40:00,1520.83,1148,1.32,0,0.0,0.0,0.2,14
T0342_013,C0342,2025-11-20 05:40:00,2127.46,2283,0.93,0,0.0,0.0,0.15,15
T1410_018,C1410,2025-11-20 05:41:00,1081.14,864,1.25,0,0.0,0.0,0.1,22
T0014_011,C0014,2025-11-20 05:41:00,3086.16,2674,1.15,0,0.0,0.0,0.15,10
T1140_017,C1140,2025-11-20 05:41:00,2393.35,1590,1.51,0,0.0,0.0,0.1,8
T0815_012,C0815,2025-11-20 05:42:00,4500.02,2617,1.72,0,0.0,0.0,0.2,13
T1761_017,C1761,2025-11-20 05:45:00,36253.97,923,39.28,0,0.0,0.0,0.85,23
T1093_016,C1093,2025-11-20 05:46:00,491.77,1085,0.45,0,0.0,0.0,0.3,20
T0281_010,C0281,2025-11-20 05:46:00,2001.74,1854,1.08,0,0.0,0.0,0.3,14
T1695_013,C1695,2025-11-20 05:46:00,65985.0,1321,49.95,0,0.0,0.0,0.9,0
T0835_013,C0835,2025-11-20 05:55:00,1375.38,1296,1.06,0,0.0,0.0,0.2,11
T1655_013,C1655,2025-11-20 06:02:00,97456.0,1867,52.2,0,0.0,0.0,1.0,3
T0638_018,C0638,2025-11-20 06:05:00,535.13,634,0.84,0,0.0,735.2,0.1,11
T1565_006,C1565,2025-11-20 06:06:00,864.41,946,0.91,0,0.0,0.0,0.2,17
T1857_011,C1857,2025-11-20 06:09:00,48317.0,1046,46.19,0,0.0,3903.8,1.0,4
T0681_010,C0681,2025-11-20 06:10:00,1378.87,1566,0.88,0,0.0,0.0,0.15,14
T1149_005,C1149,2025-11-20 06:10:00,1278.09,1239,1.03,0,0.0,0.0,0.3,16
T1000_007,C1000,2025-11-20 06:10:00,1468.17,1854,0.79,0,0.0,0.0,0.2,22
T0207_019,C0207,2025-11-20 06:11:00,1282.12,927,1.38,0,0.0,0.0,0.2,16
T0191_012,C0191,2025-11-20 06:13:00,721.34,594,1.21,0,0.0,0.0,0.3,21
T0931_007,C0931,2025-11-20 06:13:00,3538.48,2988,1.18,1,0.83,0.0,0.15,19
T0867_005,C0867,2025-11-20 06:13:00,1440.94,1554,0.93,0,0.0,0.0,0.2,16
T0230_005,C0230,2025-11-20 06:16:00,2549.09,2432,1.05,0,0.0,0.0,0.1,12
T1386_017,C1386,2025-11-20 06:16:00,1245.23,1979,0.63,1,0.5,120.2,0.2,13
T0548_005,C0548,2025-11-20 06:20:00,368.52,628,0.59,0,0.0,0.0,0.1,9
T0324_006,C0324,2025-11-20 06:22:00,354.43,512,0.69,0,0.0,735.2,0.3,11
T1417_010,C1417,2025-11-20 06:23:00,1872.16,1693,1.11,0,0.0,0.0,0.15,15
T0666_008,C0666,2025-11-20 06:24:00,783.58,897,0.87,0,0.0,0.0,0.3,18
T1382_013,C1382,2025-11-20 06:25:00,393.4,510,0.77,0,0.0,0.0,0.15,14
T1338_011,C1338,2025-11-20 06:29:00,2741.21,2379,1.15,0,0.0,0.0,0.3,9
T0180_017,C0180,2025-11-20 06:32:00,2127.9,1871,1.14,0,0.0,0.0,0.1,11
T1967_007,C1967,2025-11-20 06:35:00,1157.07,961,1.2,0,0.0,0.0,0.3,15
T0400_017,C0400,2025-11-20 06:36:00,1013.11,1178,0.86,0,0.0,0.0,0.15,12
T0186_006,C0186,2025-11-20 06:37:00,858.43,628,1.37,0,0.0,0.0,0.2,19
T1182_015,C1182,2025-11-20 06:38:00,1167.56,1318,0.89,0,0.0,0.0,0.15,14
T0689_013,C0689,2025-11-20 06:38:00,685.93,828,0.83,0,0.0,0.0,0.15,15
T0627_012,C0627,2025-11-20 06:40:00,1445.4,1142,1.27,0,0.0,0.0,0.15,19
T1362_008,C1362,2025-11-20 06:40:00,1809.29,1742,1.04,0,0.0,0.0,0.4,17
T0604_009,C0604,2025-11-20 06:42:00,3454.69,2665,1.3,0,0.0,0.0,0.15,20
T0106_007,C0106,2025-11-20 06:42:00,958.3,1039,0.92,0,0.0,0.0,0.4,15
T1132_014,C1132,2025-11-20 06:43:00,2114.97,2306,0.92,0,0.0,0.0,0.1,17
T1917_007,C1917,2025-11-20 06:43:00,1445.95,1017,1.42,0,0.0,0.0,0.2,12
T1288_006,C1288,2025-11-20 06:45:00,501.59,825,0.61,0,0.0,0.0,0.3,9
T1935_005,C1935,2025-11-20 06:45:00,1044.86,1018,1.03,0,0.0,0.0,0.2,10
T0624_007,C0624,2025-11-20 06:46:00,982.97,770,1.28,0,0.0,0.0,0.3,13
T1663_008,C1663,2025-11-20 06:48:00,919.5,1701,0.54,0,0.0,0.0,0.1,18
T1012_006,C1012,2025-11-20 06:49:00,1799.72,2349,0.77,0,0.0,0.0,0.4,9
T0638_019,C0638,2025-11-20 06:50:00,380.57,634,0.6,1,0.5,0.0,0.2,13
T0722_009,C0722,2025-11-20 06:51:00,806.13,691,1.17,0,0.0,0.0,0.3,9
T0912_006,C0912,2025-11-20 06:53:00,2037.62,2182,0.93,0,0.0,0.0,0.4,8
T0051_011,C0051,2025-11-20 06:54:00,1213.16,1395,0.87,0,0.0,0.0,0.15,21
T1018_013,C1018,2025-11-20 06:54:00,1458.41,2214,0.66,0,0.0,0.0,0.4,21
T0938_015,C0938,2025-11-20 06:57:00,1790.63,2400,0.75,0,0.0,0.0,0.15,15
T1527_017,C1527,2025-11-20 06:58:00,2269.51,1885,1.2,0,0.0,0.0,0.2,12
T1943_006,C1943,2025-11-20 06:58:00,897.5,1074,0.84,0,0.0,0.0,0.4,19
T1846_011,C1846,2025-11-20 06:58:00,1773.92,1713,1.04,0,0.0,0.0,0.1,10
T0875_010,C0875,2025-11-20 07:00:00,2377.3,1423,1.67,0,0.0,0.0,0.1,14
T0769_018,C0769,2025-11-20 07:01:00,2002.81,1975,1.01,0,0.0,0.0,0.4,15
T1162_016,C1162,2025-11-20 07:04:00,1934.18,2926,0.66,0,0.0,0.0,0.2,13
T1707_012,C1707,2025-11-20 07:04:00,36907.45,1205,30.63,0,0.0,0.0,1.0,0
T0402_005,C0402,2025-11-20 07:04:00,1166.84,1060,1.1,0,0.0,0.0,0.1,9
T1548_007,C1548,2025-11-20 07:06:00,2544.22,1466,1.74,0,0.0,0.0,0.15,16
T1716_010,C1716,2025-11-20 07:07:00,56588.64,1813,31.21,0,0.0,0.0,0.9,2
T1476_005,C1476,2025-11-20 07:10:00,450.37,548,0.82,0,0.0,0.0,0.3,9
T0655_007,C0655,2025-11-20 07:11:00,1037.18,1248,0.83,0,0.0,0.0,0.1,22
T0931_008,C0931,2025-11-20 07:15:00,2665.44,2988,0.89,0,0.0,0.0,0.4,10
T0822_008,C0822,2025-11-20 07:15:00,3370.0,2817,1.2,0,0.0,0.0,0.3,19
T0230_006,C0230,2025-11-20 07:19:00,4046.26,2432,1.66,0,0.0,0.0,0.2,15
T1573_014,C1573,2025-11-20 07:19:00,2615.27,1891,1.38,0,0.0,0.0,0.1,19
T0623_005,C0623,2025-11-20 07:20:00,1861.93,2422,0.77,0,0.0,0.0,0.3,13
T0382_012,C0382,2025-11-20 07:23:00,1492.72,1268,1.18,0,0.0,0.0,0.3,21
T0929_018,C0929,2025-11-20 07:23:00,2151.93,2596,0.83,0,0.0,0.0,0.3,19
T0875_011,C0875,2025-11-20 07:30:00,1768.49,1423,1.24,1,0.5,0.0,0.3,8
T1963_016,C1963,2025-11-20 07:34:00,51873.0,1258,41.23,0,0.0,0.0,1.0,1
T1034_015,C1034,2025-11-20 07:37:00,1085.87,741,1.47,0,0.0,0.0,0.1,15
T1162_017,C1162,2025-11-20 07:42:00,2886.77,2926,0.99,1,0.5,0.0,0.3,21
T1763_012,C1763,2025-11-20 07:47:00,46318.0,1684,27.5,0,0.0,120.2,1.0,2
T0260_009,C0260,2025-11-20 07:55:00,1283.92,1279,1.0,0,0.0,0.0,0.2,15
T1196_010,C1196,2025-11-20 07:57:00,578.63,794,0.73,0,0.0,0.0,0.2,17
T1818_001,C1818,2025-11-20 08:00:00,2628.22,1575,1.67,0,0.0,0.0,0.2,21
T1236_001,C1236,2025-11-20 08:00:00,1797.05,1725,1.04,0,0.0,0.0,0.15,17
T1233_001,C1233,2025-11-20 08:00:00,2962.19,2934,1.01,0,0.0,0.0,0.4,19
T0882_001,C0882,2025-11-20 08:00:00,596.58,766,0.78,0,0.0,0.0,0.15,22
T1239_001,C1239,2025-11-20 08:00:00,1301.17,1027,1.27,0,0.0,0.0,0.4,10
T0651_001,C0651,2025-11-20 08:00:00,530.66,775,0.68,0,0.0,0.0,0.15,17
T0515_001,C0515,2025-11-20 08:00:00,1998.62,1932,1.03,0,0.0,0.0,0.2,10
T1277_001,C1277,2025-11-20 08:00:00,735.44,666,1.1,0,0.0,0.0,0.15,22
T0661_001,C0661,2025-11-20 08:00:00,2483.56,2282,1.09,0,0.0,0.0,0.2,14
T0050_001,C0050,2025-11-20 08:00:00,637.89,1206,0.53,0,0.0,735.2,0.15,9
T1829_001,C1829,2025-11-20 08:00:00,793.72,877,0.91,0,0.0,0.0,0.2,10
T1766_001,C1766,2025-11-20 08:00:00,1164.12,1033,1.13,0,0.0,0.0,0.3,13
T0492_001,C0492,2025-11-20 08:00:00,534.56,640,0.84,0,0.0,0.0,0.1,12
T1038_001,C1038,2025-11-20 08:00:00,2798.46,2884,0.97,0,0.0,0.0,0.2,18
T0167_001,C0167,2025-11-20 08:00:00,1904.36,1811,1.05,0,0.0,0.0,0.15,19
T1002_001,C1002,2025-11-20 08:00:00,1599.7,2441,0.66,0,0.0,0.0,0.2,8
T0037_001,C0037,2025-11-20 08:00:00,2221.16,2483,0.89,0,0.0,0.0,0.1,16
T0667_001,C0667,2025-11-20 08:00:00,461.08,808,0.57,0,0.0,0.0,0.2,18
T0494_001,C0494,2025-11-20 08:00:00,1651.47,1584,1.04,0,0.0,0.0,0.15,22
T0596_001,C0596,2025-11-20 08:00:00,2661.78,2175,1.22,0,0.0,0.0,0.4,8
T0139_001,C0139,2025-11-20 08:00:00,1922.09,1348,1.43,0,0.0,0.0,0.15,9
T0192_001,C0192,2025-11-20 08:00:00,361.92,940,0.39,0,0.0,0.0,0.3,11
T1250_001,C1250,2025-11-20 08:00:00,484.81,521,0.93,0,0.0,735.2,0.4,13
T1413_001,C1413,2025-11-20 08:00:00,646.92,504,1.28,0,0.0,120.2,0.1,12
T0859_001,C0859,2025-11-20 08:00:00,3543.25,2998,1.18,0,0.0,0.0,0.4,18
T0175_001,C0175,2025-11-20 08:00:00,959.72,1124,0.85,0,0.0,0.0,0.3,12
T1669_001,C1669,2025-11-20 08:00:00,1725.41,1177,1.47,0,0.0,0.0,0.2,15
T0240_001,C0240,2025-11-20 08:00:00,1598.46,1815,0.88,0,0.0,0.0,0.2,13
T1618_001,C1618,2025-11-20 08:00:00,586.0,1050,0.56,0,0.0,0.0,0.4,19
T1651_001,C1651,2025-11-20 08:00:00,1434.84,1817,0.79,0,0.0,0.0,0.15,15
T0248_001,C0248,2025-11-20 08:00:00,2587.55,2293,1.13,0,0.0,0.0,0.4,9
T1104_001,C1104,2025-11-20 08:00:00,789.96,575,1.37,0,0.0,0.0,0.1,18
T0978_001,C0978,2025-11-20 08:00:00,2034.81,2593,0.78,0,0.0,0.0,0.4,17
T1621_001,C1621,2025-11-20 08:00:00,735.49,1220,0.6,0,0.0,0.0,0.3,9
T1525_001,C1525,2025-11-20 08:00:00,1233.25,1134,1.09,0,0.0,0.0,0.4,18
T1688_001,C1688,2025-11-20 08:00:00,1230.24,1191,1.03,0,0.0,0.0,0.15,9
T0405_001,C0405,2025-11-20 08:00:00,519.07,713,0.73,0,0.0,0.0,0.4,19
T0350_001,C0350,2025-11-20 08:00:00,631.62,2700,0.23,0,0.0,0.0,0.1,9
T0915_001,C0915,2025-11-20 08:00:00,973.27,749,1.3,0,0.0,0.0,0.4,18
T0934_001,C0934,2025-11-20 08:00:00,2486.35,1995,1.25,0,0.0,0.0,0.4,22
T0734_001,C0734,2025-11-20 08:00:00,981.82,806,1.22,0,0.0,0.0,0.1,21
T1087_001,C1087,2025-11-20 08:00:00,2635.91,2359,1.12,0,0.0,120.2,0.1,15
T0329_001,C0329,2025-11-20 08:00:00,4017.16,2704,1.49,0,0.0,0.0,0.3,18
T1999_001,C1999,2025-11-20 08:00:00,2233.81,1755,1.27,0,0.0,0.0,0.3,9
T1881_001,C1881,2025-11-20 08:00:00,1592.37,1964,0.81,0,0.0,0.0,0.15,22
T0472_001,C0472,2025-11-20 08:00:00,2325.6,2305,1.01,0,0.0,0.0,0.3,12
T1180_001,C1180,2025-11-20 08:00:00,1416.34,1618,0.88,0,0.0,0.0,0.3,22
T0470_001,C0470,2025-11-20 08:00:00,2100.94,1776,1.18,0,0.0,0.0,0.1,8
T1137_001,C1137,2025-11-20 08:00:00,1656.82,1178,1.41,0,0.0,0.0,0.2,10
T1711_001,C1711,2025-11-20 08:00:00,784.84,815,0.96,0,0.0,0.0,0.4,13
T0133_001,C0133,2025-11-20 08:00:00,361.98,1565,0.23,0,0.0,0.0,0.1,13
T1171_001,C1171,2025-11-20 08:00:00,1839.6,1663,1.11,0,0.0,0.0,0.15,9
T1549_001,C1549,2025-11-20 08:00:00,1944.66,2977,0.65,0,0.0,0.0,0.1,19
T1606_001,C1606,2025-11-20 08:00:00,2008.37,1766,1.14,0,0.0,0.0,0.1,10
T0894_001,C0894,2025-11-20 08:00:00,852.55,2156,0.4,0,0.0,120.2,0.15,18
T1699_001,C1699,2025-11-20 08:00:00,1182.13,1226,0.96,0,0.0,0.0,0.2,10
T1911_001,C1911,2025-11-20 08:00:00,1720.89,1449,1.19,0,0.0,0.0,0.15,12
T1457_001,C1457,2025-11-20 08:00:00,1241.33,2056,0.6,0,0.0,0.0,0.4,16
T0107_001,C0107,2025-11-20 08:00:00,1124.94,945,1.19,0,0.0,0.0,0.3,14
T0109_001,C0109,2025-11-20 08:00:00,658.48,530,1.24,0,0.0,0.0,0.3,19
T0361_001,C0361,2025-11-20 08:00:00,2957.89,2446,1.21,0,0.0,0.0,0.3,11
T0023_001,C0023,2025-11-20 08:00:00,1942.35,2262,0.86,0,0.0,0.0,0.2,9
T1433_001,C1433,2025-11-20 08:00:00,765.5,880,0.87,0,0.0,120.2,0.2,10
T1488_001,C1488,2025-11-20 08:00:00,2150.7,1746,1.23,0,0.0,0.0,0.15,13
T0270_001,C0270,2025-11-20 08:00:00,1797.24,1857,0.97,0,0.0,0.0,0.4,10
T0623_006,C0623,2025-11-20 08:01:00,3463.67,2422,1.43,1,0.83,0.0,0.15,20
T1013_009,C1013,2025-11-20 08:01:00,2575.61,2110,1.22,0,0.0,0.0,0.3,12
T0382_013,C0382,2025-11-20 08:04:00,1184.27,1268,0.93,1,0.5,0.0,0.3,21
T1655_014,C1655,2025-11-20 08:05:00,78587.0,1867,42.09,0,0.0,3783.9,0.9,23
T0496_006,C0496,2025-11-20 08:06:00,4269.28,2591,1.65,0,0.0,0.0,0.15,10
T0132_015,C0132,2025-11-20 08:07:00,718.12,771,0.93,0,0.0,735.2,0.1,11
T1750_008,C1750,2025-11-20 08:07:00,943.31,1450,0.65,0,0.0,0.0,0.2,15
T0138_006,C0138,2025-11-20 08:13:00,2271.82,2104,1.08,0,0.0,0.0,0.2,14
T1083_008,C1083,2025-11-20 08:22:00,3066.0,2962,1.04,0,0.0,0.0,0.15,15
T0904_005,C0904,2025-11-20 08:22:00,1629.75,1861,0.88,0,0.0,0.0,0.2,9
T0801_013,C0801,2025-11-20 08:27:00,1328.27,2044,0.65,0,0.0,0.0,0.2,13
T1917_008,C1917,2025-11-20 08:30:00,1233.99,1017,1.21,0,0.0,0.0,0.15,9
T1947_018,C1947,2025-11-20 08:33:00,79473.78,1665,47.73,0,0.0,0.0,0.85,1
T1413_002,C1413,2025-11-20 08:36:00,474.06,504,0.94,1,0.83,0.0,0.1,10
T1813_005,C1813,2025-11-20 08:36:00,1614.78,1674,0.96,0,0.0,735.2,0.1,12
